1000 100000
290 538 391228
503 520 701110
485 948 470180
772 990 138203
551 876 240613
172 477 340953
477 754 186861
635 704 173886
402 460 541979
268 510 673964
20 818 553533
190 840 89506
850 923 742418
729 814 501130
25 482 195844
274 745 169248
579 608 612442
196 316 107095
798 842 91026
523 675 180156
278 837 333546
381 820 765957
28 154 416935
870 964 52867
238 807 52527
590 966 380898
447 597 242865
584 597 561637
713 906 617538
253 654 195162
619 669 826560
227 838 129621
434 883 71484
219 514 648065
351 662 856863
716 970 440032
682 888 139616
650 908 363649
509 714 92784
812 901 374570
434 524 632517
364 674 894773
166 571 620820
168 882 314432
109 494 414500
168 530 555332
367 988 282548
178 978 924871
30 604 659871
398 605 893475
36 807 243128
74 944 459852
505 929 135440
25 799 769635
66 751 299055
381 902 247671
431 778 858428
284 956 395660
40 672 522498
114 808 739320
293 502 227679
28 670 457664
653 831 240414
132 966 363985
14 549 386790
68 394 483641
172 307 585843
150 807 323545
482 690 590400
49 127 564947
259 279 930423
513 624 856667
179 932 769668
18 980 943560
429 541 466190
638 930 725981
119 177 445464
251 397 329086
300 347 138054
278 330 716572
402 458 424069
640 814 593823
56 487 937066
346 477 592871
63 568 585103
275 403 239958
860 936 209934
325 853 537535
543 616 916735
55 535 399018
253 967 407442
305 374 82325
597 720 954534
250 333 183636
67 714 116968
111 720 516773
697 891 30633
545 637 381199
363 730 431826
273 655 875671
304 746 833707
139 554 156035
78 557 120984
619 897 173551
18 887 513843
397 603 751085
346 398 17817
67 783 193194
336 509 899112
758 778 388151
192 502 267324
460 592 926080
356 860 284610
407 545 309066
406 491 308321
420 820 284108
32 937 422843
173 719 70518
797 933 627382
407 522 123992
567 665 672370
635 974 561505
561 780 977146
623 767 713579
137 525 752062
16 642 882993
141 400 83292
118 726 781194
632 659 227089
62 390 790774
532 573 98935
123 775 670372
281 758 208760
748 841 270559
510 863 256545
213 646 25075
387 580 952560
639 879 810497
18 34 376407
159 746 389861
192 631 801929
262 756 520188
276 648 300856
466 477 726638
264 408 703489
105 414 675855
447 689 955860
377 896 941780
294 634 114507
128 555 183611
389 403 16025
20 433 396406
94 852 633687
205 559 191161
120 307 644479
479 857 336951
651 855 516588
352 397 941813
725 831 853174
233 858 580024
642 986 720587
455 846 281490
240 760 78715
334 669 17992
632 768 926483
236 668 140262
327 828 352295
69 745 705971
373 402 152050
413 844 281055
618 686 830396
521 558 132813
523 990 103240
558 852 271946
125 476 863686
154 863 513608
217 660 702229
39 169 520457
432 846 496711
239 777 451078
808 966 44797
308 862 815934
182 784 731219
77 527 104338
187 401 828491
281 942 882695
224 893 455370
213 463 262518
624 810 802510
159 931 557164
23 341 185892
28 360 303598
107 475 686874
144 389 354633
249 353 500987
217 872 640290
514 728 743697
154 537 583982
420 867 238321
578 983 715726
254 816 65779
140 604 934634
398 598 289790
890 967 84955
190 289 692502
185 695 429793
177 604 501852
402 491 345154
63 897 594469
248 555 287965
152 634 441669
421 431 225842
135 492 675650
810 981 746549
622 959 241512
222 375 232996
802 980 404788
382 459 315734
193 796 420325
355 440 588555
350 559 434045
85 502 763276
192 857 854370
117 535 955876
905 906 734435
87 985 494410
476 631 974699
71 130 153751
331 905 709719
22 699 823153
375 832 499870
287 769 364550
157 617 796296
551 595 109806
344 874 282629
298 915 244611
159 253 256110
227 939 844177
521 953 820249
770 804 256672
250 824 126150
486 922 258037
99 642 405518
103 441 477243
70 955 545393
40 146 73537
73 338 681628
60 583 814238
522 814 827632
591 643 353037
522 952 372616
3 414 460769
578 831 125675
491 969 477829
306 387 218419
498 599 855010
25 371 311994
412 968 246431
13 28 595110
512 831 3345
783 805 886802
357 728 971955
220 451 431687
615 777 779224
488 544 337320
368 828 317832
560 879 252600
264 793 40015
872 918 926529
70 646 889307
775 832 819732
513 796 659721
19 109 470012
91 369 176860
460 800 350798
214 284 492680
94 359 375886
192 695 691768
409 410 744234
427 493 814029
107 342 361415
508 536 864054
335 658 583093
95 528 71235
451 660 579467
194 257 615594
16 142 903688
132 178 430378
668 780 918252
60 524 370640
11 85 543398
352 508 97711
190 591 209400
186 832 722463
575 972 721548
499 928 715140
565 726 720822
136 865 645029
727 880 928398
232 987 591010
640 717 753991
349 556 188882
794 941 176141
482 956 217548
478 617 929441
108 663 680939
256 278 448917
71 979 507420
239 899 681662
256 822 841551
828 894 462298
449 661 245539
172 567 830730
32 279 489668
230 288 706256
556 652 798636
618 728 420282
29 864 642585
683 931 879685
14 510 102331
38 625 15035
555 860 21872
154 453 939221
252 638 832608
591 631 996484
618 873 362791
155 797 700743
162 331 979531
29 551 593086
408 510 914684
165 364 930255
213 783 946142
588 996 797014
435 742 652135
145 948 806155
73 173 65671
533 920 157857
247 464 278896
450 950 685098
506 731 148060
13 650 536839
175 528 18070
196 955 997703
957 975 31989
909 954 783807
116 979 69686
12 412 601207
249 518 268188
142 613 462931
167 820 740514
724 933 12937
109 680 768676
532 882 768018
512 780 695126
745 918 763967
65 570 570913
358 687 761390
77 499 619186
270 837 122456
1 993 925540
24 28 952324
581 996 500236
108 112 253587
877 972 949110
243 276 932324
193 801 977278
675 900 815842
339 883 524412
12 476 521088
967 988 576061
167 511 517109
140 354 137355
313 815 324966
199 542 988053
101 876 13049
356 544 353927
54 745 991909
105 109 697553
372 994 922358
541 824 252876
827 908 498906
514 755 321021
186 402 889533
120 393 186462
501 614 636596
601 615 465359
48 466 504982
910 982 131582
205 867 715651
180 783 813144
185 558 542056
583 802 237371
34 691 531803
612 755 894548
522 717 638075
90 431 916554
297 485 669740
632 828 812576
268 707 618864
459 566 31458
92 537 777213
227 375 89334
626 949 175041
8 902 993297
48 624 444966
222 506 488846
189 264 101139
503 907 447927
15 734 464203
7 810 996584
303 371 805743
66 280 12164
320 424 26428
325 572 114892
302 899 314869
430 490 984999
162 327 234238
119 978 198722
618 977 460381
705 984 47672
710 711 934389
486 664 605851
408 745 459464
598 734 294322
226 323 298154
242 664 20863
262 924 475889
628 815 594935
121 908 442507
141 443 749026
172 325 635473
89 541 260728
710 841 138047
238 831 894078
100 730 915108
202 234 105170
731 914 929977
135 819 905994
454 808 553051
13 92 478768
595 876 633067
188 849 96996
857 898 122726
41 95 938333
80 493 99471
176 704 528572
290 403 544185
427 832 691175
113 562 28370
650 919 685541
26 381 578228
519 915 803629
56 465 267734
313 647 448971
93 572 147354
275 776 997772
517 578 100081
5 875 555002
141 377 707696
282 464 353008
6 374 352226
626 991 472424
567 951 983935
346 888 64418
52 174 748018
376 769 902453
111 380 9745
566 749 302197
220 569 526650
155 522 308729
571 711 714531
501 873 4637
34 436 92629
125 808 515550
556 758 638286
43 782 630140
5 445 456369
206 511 715575
318 866 149159
834 889 713170
576 683 948345
144 831 558439
310 460 440118
148 799 682605
664 763 463088
19 703 828145
475 491 717575
832 971 490373
674 965 998034
667 983 297650
796 834 693721
299 478 102916
63 458 593872
330 889 805931
300 513 686786
478 526 843327
307 901 757391
255 993 663999
178 731 358273
560 614 782997
183 980 75182
110 931 913271
304 678 556709
444 781 560983
682 809 464770
446 950 139770
33 984 695151
597 984 335348
80 383 404463
54 190 657608
665 873 689854
333 484 959218
343 636 431774
417 419 248199
240 450 191147
399 436 212383
12 431 295715
772 813 451051
375 720 175906
149 649 775366
565 663 481528
692 997 533846
505 761 859252
722 757 133509
429 473 723800
255 316 787096
604 629 351157
58 474 309890
753 914 549261
234 554 590383
187 765 587822
164 987 351315
732 768 994615
871 948 509966
774 989 276433
607 785 216040
85 128 678554
158 816 522287
154 276 557420
440 473 174394
420 871 265595
781 907 602651
171 771 682206
1 444 165077
102 687 513193
79 203 728178
259 859 236871
392 720 273783
762 844 957219
308 699 722785
511 660 246822
142 452 385044
843 905 403962
96 751 735157
9 174 140452
306 619 442219
384 766 304007
167 558 447570
506 910 237140
746 763 913782
445 906 549373
217 454 71551
431 522 195825
76 144 980062
500 704 583130
205 911 634833
379 967 509567
164 650 477225
155 974 814410
764 951 508376
232 332 238266
532 843 627280
311 588 778927
25 889 942801
93 167 407172
311 676 663351
689 702 210061
827 883 471031
470 797 895118
136 554 721563
689 990 404539
702 765 9481
430 480 192501
514 675 624982
52 410 977047
41 231 614963
373 393 372335
373 414 419717
513 820 933052
259 647 143105
417 903 439442
16 850 298797
146 236 858700
288 403 660871
777 881 596299
527 986 611676
806 818 229685
342 789 381119
397 476 202080
14 897 475649
2 782 243824
228 766 144669
641 655 766447
78 576 588462
135 443 12009
225 974 90973
754 838 365820
444 746 285719
265 485 422485
282 292 408652
146 909 48422
396 870 543834
714 784 962745
355 971 308347
27 666 2620
100 132 101142
504 895 616587
35 210 559979
119 640 838481
205 866 438422
479 575 517547
851 997 966334
53 479 930498
160 236 611800
700 762 688998
323 610 428393
25 137 943010
37 658 296027
674 934 553997
282 812 238352
2 343 203506
167 567 371138
89 135 320589
4 764 519330
807 876 622320
481 554 326687
251 763 732112
366 479 998445
759 992 98903
319 409 690382
543 547 515529
644 789 120424
598 698 739355
336 483 783634
425 817 431343
36 675 243931
579 753 447910
153 216 63493
329 511 248489
252 873 269418
280 588 329768
404 742 274930
336 735 358729
777 846 196302
187 554 800203
398 774 452098
17 320 322102
856 898 259163
396 611 652180
711 844 700237
280 558 721858
655 967 26322
293 343 620522
19 29 689528
6 205 17818
331 951 910744
219 618 178542
36 507 164974
250 331 572512
26 894 2638
98 154 745176
104 860 894339
99 696 17364
168 897 659129
584 694 82474
519 805 238933
226 460 639804
652 694 86706
345 872 514208
77 795 294746
377 862 532100
73 744 671525
291 957 810323
301 962 918825
794 854 343329
587 962 709063
103 522 274018
7 621 586955
326 584 611890
306 468 942374
174 683 521273
681 747 589663
83 317 817152
24 721 876917
156 320 384204
381 634 314177
34 60 167771
510 615 363564
174 414 323628
55 463 375282
535 572 270802
136 690 405496
892 924 760662
886 997 461749
111 528 101250
358 682 711472
296 839 293444
552 915 27649
152 515 61355
719 752 214965
870 955 517637
60 485 560541
279 588 706153
663 745 985084
129 683 605873
180 280 962613
893 944 365857
82 611 539599
47 140 716055
141 863 8583
675 845 559385
736 961 945944
83 724 102196
17 101 538924
66 376 712661
585 615 130633
432 478 55498
88 308 688293
29 145 517679
341 680 842350
15 20 924328
361 712 679327
933 954 758696
230 364 226761
376 599 292464
233 716 980104
87 456 117250
410 535 565118
717 944 25118
350 429 478463
8 548 989278
811 918 568210
633 817 837638
39 328 423721
445 694 660432
888 922 233182
40 974 425860
377 449 754014
757 859 297785
128 865 349319
325 719 102317
168 769 473090
153 705 913001
304 364 575029
151 682 976434
249 712 868659
199 559 361516
175 879 4851
47 499 819381
619 713 286685
800 810 735159
323 998 322294
369 497 521645
890 922 84487
327 613 129778
753 939 324977
205 905 965171
206 465 806325
690 881 537332
61 814 350867
79 429 309408
195 657 685942
448 498 493034
462 484 211020
388 566 658259
179 945 6903
177 664 703335
471 668 312740
503 667 995637
390 479 54522
327 769 708246
605 668 234105
158 344 9567
233 337 494317
289 967 944458
133 727 80048
751 754 146366
142 492 755116
232 468 912044
261 836 112290
738 797 789544
114 998 159181
113 718 174523
215 276 336288
155 289 476006
42 82 253437
461 509 750540
336 809 145351
790 1000 837796
196 527 496046
148 661 451246
379 443 322447
731 827 316832
261 537 241089
750 810 715476
318 825 962563
526 942 398201
19 648 915172
737 808 403910
356 996 677250
174 700 104762
873 912 933330
206 973 174363
326 576 925950
699 774 3060
115 995 967877
687 872 398310
22 395 656491
219 932 534154
185 392 276981
178 923 460637
410 772 372540
36 771 534782
32 241 58564
168 715 588251
123 903 275700
28 799 311434
22 541 558207
81 504 438165
685 807 817584
779 979 28046
231 591 212655
235 905 961558
564 977 821756
417 644 60494
136 338 752798
202 660 309582
120 324 413562
130 829 707435
519 998 164980
65 749 706414
539 718 526882
502 955 494448
301 434 951448
95 242 115294
397 756 452024
552 554 981474
127 581 386854
736 840 681723
85 94 87476
242 359 577762
114 834 99820
136 970 318997
613 646 930342
491 612 255251
646 927 918352
706 888 517676
88 484 116033
56 75 584778
55 619 200821
425 561 140260
439 659 904880
628 901 19408
256 585 183818
39 98 907751
25 254 346846
636 818 541677
789 986 548733
197 634 380775
670 866 217408
97 289 759550
507 732 732185
458 880 580396
458 763 784383
60 328 106412
296 348 244043
472 804 577286
109 314 876596
549 778 369721
179 898 315715
471 838 497159
185 418 745937
38 847 192606
625 851 567487
140 189 599051
307 503 657728
646 690 334874
690 970 766244
21 162 263090
737 744 210926
723 909 684982
580 724 247195
220 414 225151
274 290 415606
428 483 751402
57 966 172738
751 820 334669
187 863 226240
241 261 469366
123 869 941452
629 721 809570
781 940 49576
7 309 834759
393 464 510324
103 160 227365
71 376 309643
449 850 443931
830 972 880616
86 368 78217
186 327 630202
547 739 930108
723 772 807330
160 723 805506
395 762 524106
852 951 592171
368 902 118783
25 197 249212
147 855 597202
267 269 557862
254 605 306309
510 626 681232
284 407 484487
67 308 63142
568 730 83712
541 704 673148
15 534 514917
490 656 434001
38 587 704983
21 321 631289
91 811 690500
500 519 983349
42 572 712425
458 707 871597
28 947 98093
714 753 969881
695 751 852074
71 685 550947
213 536 848749
359 375 621673
46 993 283178
826 986 433775
52 448 471701
553 557 296916
152 415 722707
72 772 633371
498 786 922400
380 637 790067
335 675 643042
258 360 514985
493 979 743686
836 990 565237
116 828 866232
84 865 813224
382 737 742583
672 937 93090
751 889 109530
297 381 36723
49 622 766318
449 526 427302
341 585 90543
418 679 779575
238 524 382911
88 261 476749
812 839 256621
571 758 32192
210 932 247123
51 222 895361
26 823 958087
55 771 827114
254 645 955782
458 724 950836
379 436 622421
215 609 255176
964 984 59990
649 989 326622
699 756 466082
212 282 769363
9 129 71630
482 546 107883
285 837 933903
305 829 348275
34 415 159735
13 245 259761
48 373 271384
373 782 530572
247 948 823620
275 715 946753
624 931 523590
236 711 7062
679 947 705748
109 721 203273
93 343 506425
290 692 169204
642 967 156181
271 760 69060
333 824 326340
269 959 253499
538 892 904817
316 476 531663
422 482 554777
40 778 95678
9 942 673644
167 650 630398
415 900 786486
48 304 66327
144 937 98424
736 811 124069
412 581 435593
63 548 16813
48 164 363164
457 611 195417
410 442 258949
313 528 227933
196 665 158794
38 691 584712
501 717 748604
147 477 513700
206 941 761932
236 413 78478
430 944 145082
68 974 540929
98 124 369569
334 351 898318
517 617 949054
283 650 704637
6 794 260304
918 959 792982
454 512 73418
553 723 280379
422 909 149132
867 884 444094
929 931 706783
120 756 823234
408 559 72421
14 557 860666
344 819 993446
68 248 953227
541 912 92829
272 474 940176
171 647 581288
691 949 361479
249 510 454785
126 647 27490
60 816 459211
595 716 922288
733 849 91719
946 994 317643
181 735 160132
148 772 719062
38 210 939881
316 631 51680
529 683 486877
339 392 565990
185 575 11015
250 506 698228
67 578 576031
118 734 690596
560 654 323411
134 391 602658
446 925 31514
168 341 631102
439 752 390296
104 623 12909
326 705 50911
344 898 735692
631 824 818554
466 765 683305
566 911 583705
